"Дата операции";"Дата платежа";"Номер карты";"Статус";"Сумма операции";"Валюта операции";"Сумма платежа";"Валюта платежа";"Кэшбэк";"Категория";"MCC";"Описание";"Бонусы (включая кэшбэк)";"Округление на инвесткопилку";"Сумма операции с округлением"
"21.04.2025 20:31:38";"21.04.2025";"";"OK";"-30000,00";"RUB";"-30000,00";"RUB";"";"Переводы";"";"Роман О.";"0,00";"0,00";"30000,00"
"21.04.2025 20:30:41";"21.04.2025";"*6553";"OK";"110000,00";"RUB";"110000,00";"RUB";"";"Пополнения";"";"Внесение наличных через банкомат Т-Банк";"0,00";"0,00";"110000,00"
"20.04.2025 14:56:13";"20.04.2025";"*6553";"OK";"-262,97";"RUB";"-262,97";"RUB";"";"Супермаркеты";"5411";"Пятёрочка";"0,00";"0,00";"262,97"
"20.04.2025 14:46:10";"20.04.2025";"*6553";"OK";"1000,00";"RUB";"1000,00";"RUB";"";"Переводы";"";"Владимир Р.";"0,00";"0,00";"1000,00"
"19.04.2025 19:55:02";"19.04.2025";"*6553";"OK";"-2018,00";"RUB";"-2018,00";"RUB";"";"Фастфуд";"5814";"Папа Джонс";"0,00";"0,00";"2018,00"
"19.04.2025 19:28:58";"19.04.2025";"*6553";"OK";"-98,00";"RUB";"-98,00";"RUB";"";"Супермаркеты";"5411";"ВкусВилл";"0,00";"0,00";"98,00"
"19.04.2025 19:25:54";"19.04.2025";"*6553";"OK";"-1320,00";"RUB";"-1320,00";"RUB";"";"Супермаркеты";"5499";"Магазин";"0,00";"0,00";"1320,00"
"19.04.2025 17:17:46";"19.04.2025";"*6553";"OK";"-2131,00";"RUB";"-2131,00";"RUB";"";"Такси";"3990";"Яндекс Такси";"0,00";"0,00";"2131,00"
"19.04.2025 07:49:00";"19.04.2025";"";"OK";"3000,00";"RUB";"3000,00";"RUB";"";"Турагентства";"4722";"Пополнение от организации";"0,00";"0,00";"3000,00"
"19.04.2025 07:35:17";"19.04.2025";"*6553";"OK";"-450,00";"RUB";"-450,00";"RUB";"";"Супермаркеты";"5441";"Toy & Candy Shop";"0,00";"0,00";"450,00"
"19.04.2025 02:06:35";"19.04.2025";"*6553";"OK";"-660,00";"RUB";"-660,00";"RUB";"";"Фастфуд";"5814";"Фастфуд";"0,00";"0,00";"660,00"
"19.04.2025 01:24:31";"19.04.2025";"*1600";"OK";"-396,00";"RUB";"-396,00";"RUB";"";"Такси";"4121";"Яндекс Такси";"3,00";"0,00";"396,00"
"19.04.2025 00:41:35";"19.04.2025";"";"OK";"-700,00";"RUB";"-700,00";"RUB";"";"Мобильная связь";"";"Yota +7 926 788-38-69";"0,00";"0,00";"700,00"
"18.04.2025 16:03:14";"18.04.2025";"*6553";"OK";"-1073,60";"RUB";"-1073,60";"RUB";"";"Супермаркеты";"5411";"Первый Семейный";"0,00";"0,00";"1073,60"
"18.04.2025 12:40:38";"18.04.2025";"*1600";"OK";"-18,00";"RUB";"-18,00";"RUB";"";"Такси";"4121";"Яндекс Такси";"0,00";"0,00";"18,00"
"18.04.2025 12:40:12";"18.04.2025";"*1600";"OK";"-178,00";"RUB";"-178,00";"RUB";"";"Такси";"4121";"Яндекс Такси";"1,00";"0,00";"178,00"
"18.04.2025 12:26:40";"18.04.2025";"*6553";"OK";"-404,32";"RUB";"-404,32";"RUB";"";"Супермаркеты";"5499";"Vkusnoe More";"0,00";"0,00";"404,32"
"18.04.2025 12:25:53";"18.04.2025";"*6553";"OK";"-250,00";"RUB";"-250,00";"RUB";"";"Супермаркеты";"5499";"Vkusnoe More";"0,00";"0,00";"250,00"
"18.04.2025 12:24:58";"18.04.2025";"*6553";"OK";"-4100,00";"RUB";"-4100,00";"RUB";"";"Супермаркеты";"5499";"Vkusnoe More";"0,00";"0,00";"4100,00"
"18.04.2025 12:22:25";"18.04.2025";"*6553";"OK";"2600,00";"RUB";"2600,00";"RUB";"";"Переводы";"";"Елена Р.";"0,00";"0,00";"2600,00"
"18.04.2025 11:44:19";"18.04.2025";"*1600";"OK";"-20,00";"RUB";"-20,00";"RUB";"";"Такси";"4121";"Яндекс Такси";"0,00";"0,00";"20,00"
"18.04.2025 11:40:29";"18.04.2025";"*6553";"OK";"-200,00";"RUB";"-200,00";"RUB";"";"Супермаркеты";"5499";"Vkusnoe More";"0,00";"0,00";"200,00"
"18.04.2025 11:39:04";"18.04.2025";"*6553";"OK";"-1574,00";"RUB";"-1574,00";"RUB";"";"Супермаркеты";"5499";"Vkusnoe More";"0,00";"0,00";"1574,00"
"18.04.2025 11:26:18";"18.04.2025";"*1600";"OK";"-295,00";"RUB";"-295,00";"RUB";"";"Такси";"4121";"Яндекс Такси";"2,00";"0,00";"295,00"
"18.04.2025 11:13:18";"18.04.2025";"";"OK";"3400,00";"RUB";"3400,00";"RUB";"";"Переводы";"";"Перевод между счетами";"0,00";"0,00";"3400,00"
"18.04.2025 11:13:16";"18.04.2025";"";"OK";"-3400,00";"RUB";"-3400,00";"RUB";"";"Переводы";"";"Перевод между счетами";"0,00";"0,00";"3400,00"
"18.04.2025 10:45:58";"18.04.2025";"*6553";"OK";"5600,00";"RUB";"5600,00";"RUB";"";"Переводы";"";"Тимофей Р.";"0,00";"0,00";"5600,00"
"17.04.2025 10:11:47";"17.04.2025";"*6553";"OK";"-797,00";"RUB";"-797,00";"RUB";"";"Фастфуд";"5814";"Услуги отдыха ИП Ким г. Южно-Сахалинск";"0,00";"0,00";"797,00"
"17.04.2025 05:47:58";"17.04.2025";"*6553";"OK";"-249,98";"RUB";"-249,98";"RUB";"";"Супермаркеты";"5499";"Бристоль";"0,00";"0,00";"249,98"
"17.04.2025 05:42:43";"17.04.2025";"*6553";"OK";"-126,00";"RUB";"-126,00";"RUB";"";"Супермаркеты";"5921";"11 Mayakov";"0,00";"0,00";"126,00"
"16.04.2025 04:49:55";"16.04.2025";"*1600";"OK";"-2850,00";"RUB";"-2850,00";"RUB";"";"Супермаркеты";"5499";"Evo_Dorama1";"28,00";"0,00";"2850,00"
"16.04.2025 04:39:51";"16.04.2025";"*1600";"OK";"-3762,00";"RUB";"-3762,00";"RUB";"";"Дом и ремонт";"5200";"Kapelka Azii";"37,00";"0,00";"3762,00"
"16.04.2025 00:13:07";"16.04.2025";"*6553";"OK";"-436,93";"RUB";"-436,93";"RUB";"";"Супермаркеты";"5499";"Бристоль";"0,00";"0,00";"436,93"
"15.04.2025 10:37:17";"15.04.2025";"*6553";"OK";"-480,00";"RUB";"-480,00";"RUB";"";"Рестораны";"5812";"Buuza Bum";"0,00";"0,00";"480,00"
"14.04.2025 12:23:19";"14.04.2025";"*6553";"OK";"-970,40";"RUB";"-970,40";"RUB";"";"Супермаркеты";"5411";"Первый Семейный";"0,00";"0,00";"970,40"
"14.04.2025 11:51:01";"14.04.2025";"*6553";"OK";"-1240,00";"RUB";"-1240,00";"RUB";"";"Рестораны";"5812";"Buuza Bum";"0,00";"0,00";"1240,00"
"14.04.2025 11:18:09";"14.04.2025";"*6553";"OK";"-1050,00";"RUB";"-1050,00";"RUB";"";"Фастфуд";"5814";"Кафе ИП Мишин г. Южно-Сахалинск";"0,00";"0,00";"1050,00"
"14.04.2025 10:36:55";"14.04.2025";"*6553";"OK";"-1000,00";"RUB";"-1000,00";"RUB";"";"Частные услуги";"7273";"loveplanet";"0,00";"0,00";"1000,00"
"14.04.2025 04:50:47";"14.04.2025";"*6553";"OK";"-580,00";"RUB";"-580,00";"RUB";"";"Фастфуд";"5814";"Stolovaya Chippolini";"0,00";"0,00";"580,00"
"13.04.2025 23:01:35";"14.04.2025";"*6553";"OK";"-1606,48";"RUB";"-1606,48";"RUB";"";"Супермаркеты";"5411";"Первый Семейный";"0,00";"0,00";"1606,48"
"13.04.2025 22:09:52";"14.04.2025";"*1600";"OK";"244,00";"RUB";"244,00";"RUB";"";"Бонусы";"";"Компенсация покупки";"0,00";"0,00";"244,00"
"13.04.2025 22:09:35";"14.04.2025";"*1600";"OK";"750,00";"RUB";"750,00";"RUB";"";"Бонусы";"";"Компенсация покупки";"0,00";"0,00";"750,00"
"13.04.2025 13:41:59";"13.04.2025";"";"OK";"-3000,00";"RUB";"-3000,00";"RUB";"";"Турагентства";"4722";"Safe Travels.";"0,00";"0,00";"3000,00"
"13.04.2025 09:54:02";"13.04.2025";"*6553";"OK";"-2847,00";"RUB";"-2847,00";"RUB";"";"Супермаркеты";"5411";"Первый Семейный";"0,00";"0,00";"2847,00"
"13.04.2025 09:16:33";"13.04.2025";"*1600";"OK";"-309,00";"RUB";"-309,00";"RUB";"";"Такси";"4121";"Яндекс Такси";"3,00";"0,00";"309,00"
"13.04.2025 08:58:09";"13.04.2025";"*6553";"OK";"-80,00";"RUB";"-80,00";"RUB";"";"Фастфуд";"5814";"Мир Вендинга";"0,00";"0,00";"80,00"
